Timestamp,ForceN,PositionZ,StoppedByForceSensor
2026-03-18T10:45:36.100,-0.0,25.0019,0
2026-03-18T10:45:37.200,-0.009810001,25.0019,0
2026-03-18T10:45:37.301,-0.009810001,25.0019,0
2026-03-18T10:45:37.400,-0.009810001,25.0019,0
2026-03-18T10:45:37.500,-0.009810001,25.0019,0
2026-03-18T10:45:37.615,-0.009810001,25.0019,0
2026-03-18T10:45:37.716,-0.0,25.0019,0
2026-03-18T10:45:37.819,-0.0,25.0019,0
2026-03-18T10:45:37.926,0.0,25.00189,0
2026-03-18T10:45:37.038,-0.009810001,25.00187,0
2026-03-18T10:45:37.153,-0.009810001,25.00187,0
2026-03-18T10:45:38.267,-0.009810001,25.00187,0
2026-03-18T10:45:38.382,-0.009810001,25.00184,0
2026-03-18T10:45:38.484,0.0,25.00184,0
2026-03-18T10:45:38.583,0.009810001,25.00182,0
2026-03-18T10:45:38.699,-0.0,25.00182,0
2026-03-18T10:45:38.802,-0.019620001,25.0018,0
2026-03-18T10:45:38.916,-0.009810001,25.0018,0
2026-03-18T10:45:38.016,-0.0,25.0018,0
2026-03-18T10:45:38.116,-0.009810001,25.0018,0
2026-03-18T10:45:39.232,-0.009810001,25.0018,0
2026-03-18T10:45:39.332,-0.0,25.0018,0
2026-03-18T10:45:39.432,-0.009810001,25.00177,0
2026-03-18T10:45:39.532,-0.009810001,25.00177,0
2026-03-18T10:45:39.648,-0.009810001,25.00171,0
2026-03-18T10:45:39.765,-0.009810001,25.00168,0
2026-03-18T10:45:39.881,-0.0,25.00168,0
2026-03-18T10:45:39.982,-0.0,25.00168,0
2026-03-18T10:45:39.099,-0.0,25.00168,0
2026-03-18T10:45:40.216,-0.009810001,25.00166,0
2026-03-18T10:45:40.316,-0.0,25.00162,0
2026-03-18T10:45:40.431,-0.0,25.00162,0
2026-03-18T10:45:40.532,-0.0,25.00162,0
2026-03-18T10:45:40.647,-0.0,25.00162,0
2026-03-18T10:45:40.747,-0.009810001,25.00161,0
2026-03-18T10:45:40.847,-0.0,25.00161,0
